
1 0 -1.5
1 0.99828 -1.44137
1 1.99656 -1.38273
1 2.99489 -1.32662
1 3.99474 -1.34396
1 4.99459 -1.36129
1 5.99413 -1.39156
1 6.99282 -1.37789
1 7.99072 -1.31343
1 8.98922 -1.25866
1 9.98895 -1.24406
1 10.9889 -1.23756
1 11.922 -1.52512
1 12.8209 -1.96335
1 13.7198 -2.40159
1 14.6186 -2.83982
1 15.5436 -3.11355
1 16.5341 -2.97548
1 17.5245 -2.83741
1 18.5149 -2.69934

2 0 -1.5
2 0.998435 -1.44408
2 1.99687 -1.38817
2 2.99533 -1.33348
2 3.99523 -1.3475
2 4.99514 -1.36153
2 5.99436 -1.40042
2 6.99243 -1.3897
2 7.98944 -1.3135
2 8.98794 -1.25873
2 9.98769 -1.24882
2 10.9877 -1.24804
2 11.3844 -0.590226
2 11.4702 0.406083
2 11.5561 1.40239
2 11.5561 1.40239

3 0 -1.5
3 0.998358 -1.44272
3 1.99672 -1.38545
3 2.99511 -1.3301
3 3.99494 -1.34859
3 4.99477 -1.36709
3 4.99477 -1.36709
3 5.99428 -1.39813
3 8.98907 -1.26752
3 8.98907 -1.26752
3 8.98907 -1.26752
3 8.98907 -1.26752
3 8.98907 -1.26752
3 8.98907 -1.26752
3 11.3847 -0.576767

4 0 -1.5
4 0.998199 -1.44001
4 1.9964 -1.38002
4 2.99466 -1.32315
4 3.99453 -1.33948
4 4.9944 -1.35581
4 5.99365 -1.394
4 6.99199 -1.38242
4 7.98966 -1.31526
4 8.98852 -1.26754
4 9.98828 -1.25026
4 10.9882 -1.23913
4 11.3846 -0.577316
4 11.4708 0.418966
4 11.5569 1.41525
4 11.5569 1.41525

5 0 -1.5
5 0.99828 -1.44137
5 1.99656 -1.38273
5 2.99489 -1.32671
5 3.99469 -1.34682
5 4.99448 -1.36693
5 4.99448 -1.36693
5 5.99413 -1.39365
5 8.98928 -1.25865
5 8.98928 -1.25865
5 8.98928 -1.25865
5 8.98928 -1.25865
5 8.98928 -1.25865
5 8.98928 -1.25865
5 11.2782 -0.448828

6 0 -1.5
6 0.99828 -1.44137
6 1.99656 -1.38273
6 2.99489 -1.32653
6 3.99478 -1.34123
6 4.99468 -1.35592
6 5.99393 -1.39401
6 6.99226 -1.3824
6 7.98998 -1.31595
6 8.98896 -1.27098
6 9.98866 -1.2511
6 10.9886 -1.23934
6 11.396 -0.578029
6 11.4994 0.41661
6 11.6029 1.41125
6 11.6029 1.41125

7 0 -1.5
7 0.998358 -1.44272
7 1.99672 -1.38545
7 2.99511 -1.33003
7 3.99499 -1.34572
7 4.99487 -1.36141
7 4.99487 -1.36141
7 5.99409 -1.40041
7 8.98828 -1.27101
7 8.98828 -1.27101
7 8.98828 -1.27101
7 8.98828 -1.27101
7 8.98828 -1.27101
7 8.98828 -1.27101
7 11.3732 -0.576737

8 0 -1.5
8 0.998264 -1.4411
8 1.99653 -1.3822
8 2.99486 -1.32633
8 3.99475 -1.34112
8 4.99464 -1.35592
8 5.9939 -1.39383
8 6.9922 -1.38508
8 7.98959 -1.31349
8 8.98809 -1.25872
8 9.98783 -1.24882
8 10.9878 -1.24804
8 11.3845 -0.590086
8 11.4705 0.406209
8 11.5565 1.4025
8 11.5565 1.4025

9 0 -1.5
9 0.998149 -1.43919
9 1.9963 -1.37837
9 2.9945 -1.32014
9 3.99434 -1.33792
9 4.99419 -1.3557
9 4.99419 -1.3557
9 5.99344 -1.39381
9 8.98714 -1.25736
9 8.98714 -1.25736
9 8.98714 -1.25736
9 8.98714 -1.25736
9 8.98714 -1.25736
9 8.98714 -1.25736
9 11.3044 -0.453603

10 0 -1.5
10 0.998215 -1.44028
10 1.99643 -1.38055
10 2.9947 -1.32343
10 3.99452 -1.34244
10 4.99434 -1.36146
10 5.99356 -1.4003
10 6.99163 -1.38977
10 7.98873 -1.31531
10 8.98759 -1.26759
10 9.98734 -1.24962
10 10.9873 -1.23772
10 11.2912 -0.463941
10 11.3932 0.530845
10 11.4952 1.52563
10 11.4952 1.52563

11 0 -1.5
11 0.99828 -1.44137
11 1.99656 -1.38273
11 2.99489 -1.32663
11 3.99474 -1.34411
11 4.99458 -1.3616
11 5.99381 -1.40031
11 6.99188 -1.38975
11 7.98902 -1.31599
11 8.98801 -1.27103
11 9.98776 -1.26025
11 10.9878 -1.2606
11 11.4739 -0.719448
11 11.526 0.279196
11 11.5781 1.27784

12 0 -1.5
12 0.987828 -1.34445
12 1.97857 -1.22404
12 2.97853 -1.21494
12 3.97847 -1.20779
12 4.97828 -1.22735
12 5.9735 -1.17024
12 6.96675 -1.06003
12 7.96463 -0.994853
12 8.9624 -0.928208
12 9.96017 -0.861373
12 10.0684 0.108435

13 0 -1.5
13 0.999991 -1.49568
13 1.99988 -1.50188
13 2.99973 -1.51441
13 3.99973 -1.51213
13 4.99966 -1.5231
13 4.99966 -1.5231
13 5.99702 -1.56339
13 6.9831 -1.7297
13 7.92907 -1.98211
13 8.69089 -2.62989
13 9.46772 -3.25888
13 10.3139 -3.69645
13 11.3097 -3.60485
13 12.3055 -3.51325
13 13.3013 -3.42164
13 14.2565 -3.14774
13 15.197 -2.80806
13 15.2609 -1.85294
13 15.2609 -0.852935
13 15.2609 0.147065

14 0.98348 -1.31899
14 0.98348 -1.31899
14 1.91723 -1.40107
14 1.91723 -1.40107
14 1.91723 -1.40107
14 3.67707 -2.33388
14 6.52385 -2.11149
14 7.37557 -1.58749
14 8.21447 -1.0432
14 9.04403 -0.48532
14 9.85314 0.102328
14 10.6766 0.66973
14 11.5125 1.19547
14 11.5125 1.19547
14 11.5125 1.19547
14 12.5118 1.15708
14 13.5111 1.11868
14 14.5103 1.08028
14 15.5059 1.02783
14 15.5059 1.02783
14 16.3965 0.573025
14 17.2806 0.106929
14 17.2806 0.106929

15 0 -1.5
15 0.995375 -1.40394
15 1.96264 -1.20391
15 2.87082 -0.785331
15 3.76746 -0.343146
15 4.65443 0.118646
15 5.53477 0.592984
15 6.45729 0.893481
15 7.45713 0.875321
15 8.45696 0.857161
15 9.43459 0.688337
15 10.3971 0.41726
15 11.3523 0.132802
15 12.0914 -0.540744
15 12.8117 -1.2331
15 13.4812 -1.97587
15 14.1618 -2.70679
15 14.9479 -3.32495
15 15.7433 -3.90572
15 16.7276 -3.72914
15 17.7118 -3.55256
15 18.6961 -3.37599
15 19.6804 -3.19941
15 20.6647 -3.02283

16 0 -1.5
16 0.999933 -1.48842
16 1.97055 -1.61554
16 1.97055 -1.61554
16 2.88024 -2.03081
16 3.78714 -2.45025
16 3.78714 -2.45025
16 3.78714 -2.45025
16 4.51547 -3.13548
16 5.22966 -3.83273
16 5.78879 -4.66181
16 7.2069 -6.00174
16 8.06774 -6.51063
16 8.92857 -7.01951
16 9.78941 -7.52839
16 12.5719 -8.17136
16 13.5701 -8.11609
16 14.5694 -8.07931
16 17.2362 -6.89476
16 17.2362 -6.89476
16 18.5411 -4.2048

17 0 -1.5
17 0.99028 -1.63909
17 1.98056 -1.77818
17 2.92677 -1.47947
17 3.86946 -1.14579
17 4.81214 -0.812118
17 5.64971 -0.30476
17 6.38255 0.375649
17 7.06904 1.09944
17 7.69983 1.8754
17 8.19112 2.7246
17 8.47175 3.68442
17 8.70508 4.65465
17 8.85364 5.64355
17 9.00324 6.6323
17 9.15404 7.62086

18 0 -1.5
18 0.998432 -1.55597
18 1.99686 -1.61194
18 2.92321 -1.24999
18 3.84173 -0.8556
18 4.71766 -0.373162
18 5.59401 0.108508
18 6.47501 0.581611
18 7.37157 0.964802
18 8.36028 0.814953
18 9.34898 0.665104
18 10.3377 0.515255
18 11.3264 0.365406
18 12.3129 0.202129
18 13.2972 0.025736
18 13.9948 0.438092
18 14.463 1.32175
18 14.9311 2.20541

19 0 -1.5
19 0.963582 -1.23259
19 1.88571 -1.30661
19 2.7573 -1.79685
19 3.65799 -2.22868
19 4.57422 -2.62933
19 5.49549 -3.01815
19 6.41933 -3.40094
19 7.08442 -3.1196
19 7.50582 -2.21272
19 7.92722 -1.30584
19 8.34861 -0.398965
19 8.77001 0.507911
19 9.19141 1.41479
19 9.6128 2.32166

20 0 -1.5
20 0.994911 -1.39925
20 1.98603 -1.39874
20 2.98586 -1.38003
20 3.97152 -1.54788
20 3.97152 -1.54788
20 4.95713 -1.71694
20 5.94293 -1.88486
20 5.94293 -1.88486
20 6.92873 -2.05279
20 7.91453 -2.22071
